sample_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
26,0.21477109,-0.043492336,0.4236029,0.15204315,0.15083614,-0.0071193017,0.48985294,0.08497808,0.27120933,0.006403717,0.44206586,0.24720477,0.3576162,0.0058104666,0.33762062,0.17734586,0.13519111,-0.090951346,0.34102765,-0.06296645
27,0.21519129,-0.047181718,0.4281071,0.14028879,0.110634856,-0.004623622,0.5426871,0.11420831,0.21956412,0.0039400836,0.52987176,0.26968864,0.3777965,0.017676767,0.35148373,0.17233455,0.1484677,-0.07928573,0.34949037,-0.07619983
28,0.17220198,-0.06033594,0.4724697,0.16171925,0.06641707,-0.007986508,0.59940815,0.18105504,0.17080224,0.008390277,0.59153354,0.3178873,0.35985753,0.0087925615,0.38251916,0.19242771,0.17565727,-0.09875463,0.33824044,-0.08632331
29,0.14845026,-0.05095579,0.4244706,0.13983972,0.06894933,0.0012854666,0.5856684,0.17051189,0.15366414,0.010517014,0.62444335,0.3344201,0.37719968,0.008929152,0.35565352,0.18507718,0.1797712,-0.116413616,0.33698764,-0.09566976
30,0.16053303,-0.04307945,0.37577942,0.11500088,0.073037244,-5.9814006e-06,0.5323332,0.1470885,0.15296659,0.007845983,0.59049493,0.31230685,0.37412873,0.018818468,0.32485402,0.17142637,0.19574597,-0.13175778,0.31042486,-0.11050795
31,0.15169543,-0.041497476,0.34388763,0.09291219,0.061545353,-0.0033244484,0.48888123,0.12227905,0.13016918,0.0027312157,0.58213496,0.30941927,0.308431,0.02030223,0.3061422,0.15226576,0.18781795,-0.1399976,0.30624616,-0.10096062
32,0.17474835,-0.039504595,0.29265285,0.07942007,0.088310145,-0.0065603135,0.46419063,0.10188349,0.13359255,0.0006120529,0.5788477,0.30288753,0.28031567,0.01977289,0.30479956,0.15291241,0.19165006,-0.11974425,0.3015204,-0.11170734
33,0.18224369,-0.045506693,0.3564555,0.11835766,0.10807598,-0.009069647,0.49796063,0.1151207,0.12518772,-0.0014617218,0.65226644,0.34026566,0.29668525,0.010277597,0.32691175,0.15590186,0.19021598,-0.08047859,0.36156654,-0.1151972
34,0.15823369,-0.04738041,0.36746636,0.14110398,0.12188384,-0.011274542,0.4597325,0.11929229,0.20697737,-0.0010933176,0.54171026,0.29443884,0.3440748,0.009351958,0.28894192,0.14499682,0.21036838,-0.105346225,0.3119874,-0.10232205
35,0.19682911,-0.06534555,0.38275513,0.13536608,0.09293584,-0.014662389,0.54419136,0.15425164,0.17982621,0.00036149268,0.6099795,0.32621598,0.41942862,0.012551705,0.31501335,0.16440734,0.22923453,-0.12189435,0.30876625,-0.102829024
36,0.23418352,-0.06571973,0.31306088,0.07766663,0.1360285,-0.0076056286,0.48196942,0.12359344,0.15382928,0.0035641284,0.7238541,0.38375467,0.35980007,0.028677993,0.3268567,0.1619864,0.25215015,-0.1728919,0.26291686,-0.111718155
37,0.24814594,-0.051896498,0.32714027,0.091089614,0.17005077,-0.00037682237,0.46130997,0.117569715,0.21678023,0.002586105,0.67028856,0.35455963,0.40752205,0.027125984,0.3283434,0.14934325,0.22438407,-0.16284469,0.2750508,-0.11980347
38,0.20994362,-0.039665494,0.3625418,0.11690262,0.19595529,0.0008417423,0.4776466,0.12557442,0.26791742,0.009807482,0.63062024,0.34733954,0.38959855,0.020406127,0.3372664,0.17796701,0.25412124,-0.18239412,0.25059873,-0.103108704
39,0.25413325,-0.035609618,0.34514734,0.11445283,0.24250792,0.0018823653,0.43776992,0.07971645,0.30065596,0.0031047254,0.63198674,0.35616732,0.4182632,0.009650496,0.35353938,0.17252131,0.26161614,-0.14756595,0.2941864,-0.10298417
40,0.21016268,-0.04940616,0.37175187,0.14898118,0.21689756,-0.0034443317,0.40264556,0.079335675,0.30169702,0.0055708718,0.5182984,0.33583486,0.37906393,0.003919966,0.3829269,0.19415288,0.29279366,-0.18873502,0.24495657,-0.1256709
41,0.24176654,-0.03326044,0.32609406,0.12284483,0.2510084,0.0028835153,0.37924752,0.07792199,0.36043647,0.0065572183,0.405422,0.26973006,0.4575814,0.0078031872,0.33855125,0.17589556,0.30003178,-0.19880538,0.232315,-0.14755923
42,0.25328934,-0.037517328,0.3010563,0.10962923,0.2302759,-0.00020587686,0.3699281,0.08236799,0.37132618,0.007865396,0.36996508,0.2428275,0.5137995,0.0010246055,0.2897268,0.1628972,0.3127505,-0.20452352,0.22376744,-0.15994814
43,0.29141384,-0.02674162,0.30759197,0.10246649,0.22825898,-0.003469228,0.36596528,0.07381555,0.3731474,0.005402222,0.43681425,0.26117644,0.57229626,-0.015028811,0.2911596,0.16085309,0.33608404,-0.20469823,0.2401098,-0.19198486
44,0.33710477,-0.022737026,0.27976382,0.08315292,0.25770074,-0.0031095208,0.3678497,0.08082473,0.40470377,0.0046283267,0.40196052,0.25682738,0.61594045,-0.022489494,0.28505573,0.15201783,0.30594847,-0.2050848,0.24975455,-0.19642183
45,0.34452775,-0.025565168,0.24671333,0.05441974,0.23764256,0.0028358507,0.38329375,0.08483665,0.38516772,0.011568531,0.3698298,0.22404182,0.59541637,-0.021244861,0.23892058,0.10168679,0.29587567,-0.218465,0.22795151,-0.18635671
46,0.34509113,-0.039499383,0.23199692,0.05478102,0.27047434,0.006301979,0.3213578,0.031690244,0.41956913,0.017496938,0.29064468,0.17267954,0.59241253,0.0013748211,0.21317494,0.091036946,0.31811056,-0.22529414,0.19068402,-0.20931797
47,0.32649574,-0.037141707,0.24553774,0.07095266,0.2818977,0.0033275806,0.2845598,0.017750952,0.43755552,0.020980835,0.30399504,0.17421165,0.5921368,-0.007102456,0.21036835,0.08059855,0.33222416,-0.2474078,0.18222997,-0.23607531
48,0.3591482,-0.024012214,0.2638413,0.083250895,0.32388207,0.0005544289,0.28555506,0.008368533,0.46941924,0.013658164,0.33124328,0.19304782,0.593337,0.0014738505,0.25777802,0.11616317,0.28374004,-0.19123021,0.21714112,-0.22445652
49,0.3081083,-0.025494495,0.29090527,0.09982229,0.29957128,0.0024625002,0.3053638,0.011793235,0.44201523,0.010974348,0.34489864,0.20431921,0.5207987,-0.009528559,0.30382797,0.15072131,0.29749125,-0.18123238,0.22386116,-0.22546518
50,0.3284904,-0.030585067,0.27369192,0.0922414,0.30024338,0.00056124525,0.29840493,-0.009676174,0.42940912,0.0056899693,0.37279734,0.22151159,0.5088949,-0.013458997,0.29664373,0.15936548,0.30241323,-0.1713143,0.25015706,-0.22363786
51,0.32991415,-0.026464602,0.23680949,0.06713652,0.3040667,0.0004445266,0.31080163,-0.0040799575,0.41688848,0.0083302725,0.3584686,0.20426823,0.50967246,-0.012764159,0.25396776,0.12283571,0.28461725,-0.1650575,0.24992843,-0.21611913
52,0.32880235,-0.038160883,0.23440908,0.05836206,0.2729251,-0.003358365,0.349154,0.03431244,0.3825969,0.0029490092,0.3292143,0.19207956,0.45777154,-0.008617857,0.2405914,0.118633404,0.25129297,-0.12178256,0.2765958,-0.15944465
53,0.30769593,-0.031246586,0.30291036,0.08256909,0.26548824,-0.0018387459,0.36598852,0.038493033,0.33330035,-0.0012121152,0.39979416,0.22048917,0.42993692,-0.009704241,0.25905204,0.11863078,0.24383822,-0.10322702,0.2950537,-0.1627232
54,0.30228943,-0.023309823,0.30829996,0.10130327,0.28451857,-0.0080612805,0.3257883,0.018161984,0.33399153,-0.004324734,0.41517982,0.2401302,0.4069334,-0.004874625,0.3201378,0.1675441,0.24270311,-0.10898725,0.29345322,-0.18475738
55,0.29813167,-0.0086066965,0.31931427,0.09440997,0.28134626,-0.0053449823,0.35187405,0.016244425,0.31731725,-0.0058202217,0.41608027,0.22917613,0.36601952,0.0012601209,0.32115576,0.17822306,0.17401934,-0.08858325,0.31316116,-0.16418096
56,0.3342843,0.005600961,0.30807284,0.08210682,0.31272522,0.002826291,0.3811823,0.010946203,0.32753655,-0.012801791,0.49112996,0.2456252,0.32776448,-0.0003163074,0.35293707,0.16783132,0.16574305,-0.06168659,0.36925903,-0.12761456
57,0.3063823,0.0077182474,0.32612312,0.08569457,0.33644515,0.001137264,0.38997188,0.021372736,0.30749547,-0.015616202,0.5320309,0.28935778,0.2508034,-0.021107208,0.36123705,0.15936539,0.12576005,-0.034944046,0.38440746,-0.10304984
58,0.3153631,0.016947994,0.38029325,0.08972346,0.39316308,-0.0030201052,0.43113685,0.029181551,0.29947212,-0.016156403,0.6383773,0.33834255,0.21030247,-0.037952755,0.38191196,0.18200317,0.07893715,0.016216714,0.41235918,-0.08796857
59,0.30468646,0.016108526,0.41384384,0.11905179,0.3973676,0.0024701247,0.3775967,0.021848245,0.30428958,-0.01376976,0.69517624,0.37214735,0.20431407,-0.019692684,0.41977066,0.20649384,0.08570783,0.010547508,0.4197426,-0.061797634
60,0.28556862,0.0028317345,0.41022727,0.15105198,0.40281647,0.010060662,0.36859816,0.06565066,0.28995216,-0.0054719597,0.7024854,0.4172914,0.14983381,0.0036650791,0.5206377,0.25561887,0.0994166,-0.03931079,0.39421216,-0.015640145
61,0.29123056,0.008128105,0.36392322,0.1002472,0.4208084,0.0070645744,0.33694297,0.05020565,0.27790874,-0.00038864202,0.7450527,0.4350882,0.0915987,0.0025306232,0.5173375,0.25439245,0.14306666,-0.06635999,0.37058437,-0.011152445
62,0.23614727,0.011205084,0.3960811,0.120886505,0.36117345,0.012407672,0.33532932,0.057117186,0.22601865,0.0050782375,0.7373993,0.4230808,0.04103445,0.005901982,0.5018675,0.26563329,0.11224522,-0.055911142,0.34097826,0.0115215555
63,0.21381184,-0.023344222,0.4030746,0.13755088,0.30340642,0.004805534,0.35266823,0.057787504,0.25871247,0.004742053,0.57486266,0.35059068,0.085136004,0.016558865,0.44694734,0.25899312,0.106897235,-0.019837251,0.39101988,0.029978456
64,0.19561693,-0.04151336,0.4375473,0.1342399,0.25637525,-0.010113304,0.33470938,0.04781891,0.19756216,0.007824258,0.62464124,0.36381608,0.119097374,0.022770379,0.5100664,0.29599068,0.1272548,-0.016428968,0.36286724,-0.011724615
65,0.19627248,-0.04263378,0.44387573,0.12382005,0.23229714,-0.008304242,0.3622147,0.064927466,0.18482769,0.0057211793,0.5878374,0.36177114,0.12787804,0.012525147,0.47800514,0.26033953,0.09797147,-0.010137668,0.3614276,0.011699459
66,0.24821608,-0.044600293,0.3588123,0.11609272,0.25884932,-0.007919512,0.32233024,0.035860904,0.23236986,0.011396228,0.4856061,0.2769359,0.20604055,0.010399988,0.3672,0.18124738,0.082023576,-0.030605072,0.35598904,-0.03808796
67,0.22369306,-0.047244467,0.33489034,0.102586545,0.23095194,-0.009466086,0.30525243,0.013989306,0.23268151,0.009057043,0.46643087,0.2540485,0.22222424,0.0063999356,0.30209967,0.13900082,0.11533429,-0.041983284,0.3287472,-0.07101171
68,0.22627719,-0.033524852,0.33151746,0.09379873,0.24593954,-0.007891397,0.3180191,0.0058768108,0.2755057,0.0022033607,0.46515688,0.25006437,0.282259,0.0019454011,0.27266565,0.14627388,0.17167975,-0.07582537,0.3014873,-0.1472175
69,0.23933409,-0.028434133,0.3332541,0.089366056,0.22471936,-0.002890992,0.39125916,0.038782813,0.26723683,0.0064053424,0.48711956,0.26962772,0.30000973,-0.00057280436,0.3065526,0.16656797,0.15496057,-0.052952267,0.31965548,-0.118647076
70,0.2112934,-0.047038008,0.3304738,0.103399634,0.24110538,-0.00142998,0.3576714,0.032637034,0.26369157,0.009817519,0.38357803,0.22951642,0.2520605,0.00057808467,0.2814299,0.122407995,0.13926998,-0.029349746,0.3255538,-0.10851918
71,0.23246297,-0.03512276,0.3057715,0.091377094,0.26351914,-0.0034054413,0.31929192,0.032206252,0.28454423,0.011213438,0.34589455,0.20655335,0.2692382,-0.0027310103,0.23586169,0.10620075,0.11889274,-0.027798293,0.32408333,-0.13098489
72,0.2558298,-0.034461863,0.35097423,0.11123949,0.2824282,-0.002036213,0.32607865,0.047696214,0.30033886,-0.0009416989,0.39534137,0.2543453,0.2550386,0.0028765432,0.30558017,0.16393925,0.15184462,-0.08169178,0.31379217,-0.1281204
73,0.23899198,-0.008167649,0.37707445,0.13547805,0.29413092,-0.0035611002,0.42233402,0.068840995,0.3326986,-0.0062858085,0.46720195,0.2903958,0.2481082,0.008439541,0.38320372,0.2175347,0.11268365,-0.015668416,0.36404526,-0.059499603
74,0.23745604,0.0064289067,0.41674843,0.15933815,0.35339758,-0.0033921578,0.51096976,0.059433922,0.3842389,-0.017826766,0.53744113,0.2868558,0.25147444,-0.023028603,0.38100705,0.18932998,0.054931544,0.06914778,0.44889948,0.045421924
75,0.22966838,0.007354483,0.37447613,0.10662135,0.36530924,-0.0032189894,0.49249277,0.031552445,0.32796374,-0.015721017,0.6812106,0.32438427,0.2177511,-0.02871156,0.4448252,0.2225562,0.08929075,0.086020105,0.42188033,-0.052084323
76,0.23116395,0.009306878,0.3601587,0.09090192,0.4014907,0.011871359,0.3699085,0.02487442,0.38357478,-0.004588332,0.6210419,0.32254022,0.20647943,-0.022644036,0.46807453,0.2266493,0.11540443,0.03323428,0.40646997,-0.019877601
77,0.21840645,-0.012555287,0.33609998,0.090498336,0.3606516,0.008090625,0.29592538,0.029386997,0.4163935,0.0034655978,0.40373725,0.26860958,0.20090301,0.020270893,0.48302794,0.26871908,0.12813008,-0.06121843,0.33831978,-0.012505505
78,0.22439255,-0.03428836,0.35130724,0.092911474,0.26989135,-0.004127161,0.32007635,0.03329404,0.32037684,0.013820402,0.46480128,0.29451886,0.19506525,0.029421307,0.48779407,0.25121683,0.10633828,-0.08257631,0.32043377,0.009755133
79,0.1960652,-0.025158267,0.40021136,0.13004209,0.22713691,-0.0036799246,0.32756966,0.023929952,0.1773661,0.0123892175,0.6726956,0.36579072,0.08814965,0.02305038,0.5520151,0.28408647,0.093338415,-0.053651348,0.36713067,-0.007965235
80,0.1887019,-0.030235766,0.43756673,0.14917019,0.21435145,-0.0005367549,0.44482023,0.08663952,0.22310261,0.008082957,0.64125615,0.33336002,0.30691147,0.0035070488,0.39615405,0.18472734,0.16675997,-0.07943074,0.3795051,-0.087030865
81,0.18964772,-0.032632742,0.43353045,0.1641758,0.25861362,-0.0017625559,0.43998033,0.08779551,0.270151,0.0024654064,0.64147604,0.33221152,0.32110804,-0.0022328598,0.3693149,0.18810134,0.17608488,-0.079538405,0.36843374,-0.08984106
82,0.19898558,-0.033328243,0.3804114,0.1183203,0.2019608,0.002594223,0.41332963,0.07626043,0.16739093,0.0014041314,0.72363716,0.3564001,0.31846294,0.013325397,0.30065215,0.16011363,0.18859752,-0.11085431,0.3395994,-0.094380416
83,0.2350992,-0.033502176,0.348138,0.1040384,0.19240704,0.0034522272,0.36849514,0.04986748,0.08878261,0.008066791,0.86684835,0.4370555,0.25494438,0.022424111,0.37966034,0.18335344,0.21447657,-0.1370501,0.3406885,-0.0947319
84,0.22768706,-0.04547953,0.30033886,0.05219388,0.19837528,0.0018995979,0.2888925,0.0036021108,0.054839578,0.009865296,0.83894885,0.41495746,0.30310303,0.026057757,0.2402026,0.091113016,0.18203555,-0.14065851,0.29553345,-0.112750396
85,0.20400801,-0.053344052,0.30027142,0.06503725,0.19019483,0.0037149768,0.2695845,0.01743627,0.12256762,0.008899919,0.69965774,0.35873517,0.29867873,0.029557057,0.24939647,0.11908504,0.19890009,-0.12538493,0.27389774,-0.10750367
86,0.20949516,-0.05398229,0.29517072,0.062197737,0.13501711,0.009369437,0.296995,0.015495053,0.075169675,0.011993348,0.71676415,0.39844722,0.266023,0.038354848,0.28587314,0.12981828,0.17397642,-0.11626221,0.2851763,-0.07540797
87,0.23268825,-0.050435115,0.3136921,0.06257553,0.15507768,-0.0021041424,0.36101595,0.014641901,0.080966696,0.008230843,0.7229356,0.37963313,0.2814318,0.04338694,0.28002807,0.11034943,0.19255158,-0.13278764,0.30384666,-0.08104511
88,0.242079,-0.050421484,0.2936377,0.040452946,0.09595074,-0.0014459138,0.3725056,0.024362681,-0.011303881,0.0051065353,0.86398655,0.43275145,0.28074872,0.0319097,0.27907798,0.10924302,0.20232567,-0.13741438,0.28610513,-0.13050553
89,0.25462583,-0.05982746,0.32092163,0.062975906,0.100174874,-0.001559204,0.3714235,0.05411949,0.054487918,0.0055563226,0.76462054,0.39850178,0.35356593,0.00985458,0.29362714,0.12612309,0.2569218,-0.16825515,0.26697764,-0.15244897
90,0.27827427,-0.051008478,0.27687573,0.051202796,0.12718469,-0.0037798188,0.33073637,0.035868738,0.042008866,0.009006123,0.77326596,0.42119354,0.34954557,0.010381976,0.27566248,0.11243884,0.24183811,-0.18006314,0.24746843,-0.14821072
91,0.25827575,-0.05248482,0.29949144,0.05934444,0.08356974,-0.0019774423,0.38373652,0.060082443,-0.0095568765,0.00779399,0.7910502,0.4159294,0.33300772,0.018243717,0.25909424,0.09747491,0.22673522,-0.16794394,0.25074077,-0.14772776
92,0.250813,-0.06275854,0.32598776,0.060355145,0.039916106,0.00033268653,0.4570539,0.10114103,-0.030457571,0.011292969,0.8365812,0.4254246,0.32240856,0.024551855,0.29346186,0.10820762,0.23819469,-0.16612493,0.23500994,-0.19210744
93,0.19939491,-0.07555735,0.3645487,0.11435648,0.05832988,-0.0015259406,0.5168602,0.1456613,0.08869689,0.016330121,0.62092316,0.32906133,0.35845938,0.028080162,0.23465303,0.080547675,0.2125813,-0.13145824,0.2694921,-0.15201175
94,0.2144424,-0.07621462,0.34248033,0.118500695,0.10072563,0.0021265703,0.51765054,0.17139262,0.14300506,0.009688168,0.51671827,0.29043514,0.3813359,0.012187264,0.18676801,0.050328523,0.19491565,-0.12342501,0.24738456,-0.14522362
95,0.27651665,-0.08040325,0.28212503,0.06845004,0.10427419,-0.007404643,0.44959196,0.08545216,0.054881923,0.003331981,0.6130668,0.3204243,0.33581465,0.013948899,0.18020327,0.033959568,0.20165099,-0.11326982,0.24223907,-0.15933074
96,0.2811242,-0.07418909,0.30465186,0.08094721,0.12395865,-0.0055618514,0.39919904,0.061111085,0.0542857,0.0048200376,0.65856814,0.3628533,0.28416023,0.005673388,0.2666015,0.09425779,0.1790477,-0.07995495,0.28528416,-0.18428645
97,0.30427638,-0.04586772,0.28126338,0.05611134,0.21304394,-0.007558263,0.3517629,0.026735794,0.12862574,0.0011897521,0.64469725,0.3352821,0.31735447,-0.008815339,0.2781644,0.09831553,0.13841106,-0.041973,0.32191384,-0.14751776
98,0.29523402,-0.019126948,0.30388066,0.08246218,0.21860988,-0.012208953,0.41961718,0.05561622,0.17604609,-0.008114263,0.64321625,0.34932122,0.31802496,-0.014165315,0.3181663,0.14768293,0.16208635,-0.060331438,0.327049,-0.17657407
99,0.29154515,-0.0071155345,0.34494197,0.10630306,0.19513181,-0.009660123,0.46074238,0.0696324,0.101501584,-0.006125899,0.71985286,0.402642,0.28116363,-0.014395301,0.3139006,0.15003633,0.12617014,-0.04462378,0.35666367,-0.15142015
100,0.24517915,-0.00966015,0.38316828,0.110098004,0.19959208,-0.00717682,0.47473952,0.065022,0.029269122,-0.005652403,0.86942464,0.44697466,0.21153253,-0.0011361344,0.37264225,0.18210196,0.10769959,-0.0165445,0.37182608,-0.14162205
101,0.22332565,-0.021521425,0.40592396,0.104365624,0.15833691,-0.013250401,0.47571167,0.09471357,-0.06759499,-0.009766599,0.9800281,0.49091712,0.17119509,-0.014045743,0.35577568,0.18371606,0.0929614,-0.012013013,0.36919358,-0.10708705
102,0.2126058,-0.026008561,0.3686627,0.073814705,0.12713023,-0.007540151,0.44621372,0.10344258,-0.064750135,0.00012652663,0.96263975,0.4859386,0.11900249,0.005990239,0.37204275,0.19169985,0.10949413,-0.058273356,0.32625684,-0.06802052
103,0.24667211,-0.020843128,0.33055848,0.066886514,0.1366846,-0.012373779,0.37372586,0.069124915,-0.059058473,0.002145333,0.99066466,0.50579107,0.105260305,0.014025335,0.4050918,0.20750125,0.1253733,-0.09561373,0.3158587,-0.060875904
104,0.31191164,-0.011720152,0.30438906,0.05768173,0.18020509,-0.010902928,0.35188416,0.02932589,-0.0376838,-0.0012696914,1.0445001,0.5233234,-0.0008673987,0.028942421,0.5787524,0.28853935,0.11741536,-0.0943204,0.34542295,-0.034284722
105,0.27505204,-0.0018325271,0.38801306,0.10930482,0.12697643,-0.010321847,0.4279713,0.06297161,-0.12706117,-0.005187128,1.1096619,0.56639165,-0.0409075,0.01916799,0.5668304,0.2916908,0.07084649,-0.046393096,0.3268399,-0.03234946
106,0.20956852,-0.011520111,0.45469037,0.15522198,0.08364568,-0.0060245,0.42719966,0.06273248,-0.20004117,-0.0115359165,1.1483661,0.5902664,-0.13619055,0.028088167,0.617153,0.31713626,0.06372254,-0.04768201,0.31540814,0.009126641
107,0.21272391,-0.02415464,0.4550812,0.15896194,0.11272046,-0.011346571,0.44270438,0.078785844,-0.15133254,-0.008789447,1.1329873,0.5874675,-0.09008777,0.030002989,0.5875441,0.3054252,0.06854486,-0.050023243,0.3237622,-0.017508982
108,0.22534896,-0.024228012,0.46732813,0.17061387,0.09550461,-0.012536871,0.534561,0.12998985,-0.15948987,-0.015935263,1.1798615,0.625822,-0.034416225,0.026509607,0.58163446,0.3000337,0.09153417,-0.039896037,0.35380748,-0.02301555
109,0.20301832,-0.022198454,0.4590153,0.15633179,0.08449417,-0.015201204,0.5371489,0.14669473,-0.14925468,-0.011765478,1.1072619,0.57292145,-0.03096262,0.023145547,0.5464633,0.27082583,0.06886554,-0.016135406,0.3687762,-0.0255208
